ID,name,nationality,art_movement,birth_date,death_date,age,century,zodiac,birth_country,birth_city,birth_continent,death_country,death_city,field,genre,marriage,art_institution,teaching,awards
900,James Edward Hervey MacDonald,British||Canadian,Canadian national art movement||Group of Seven,1873/5/12,1932/11/26,59,19th-20th,Taurus,United Kingdom,Durham,Europe,Canada,Toronto,Environment||Painting,Landscape,Married,Central Ontario School of Art and Design,0,1
901,John Martin,British,Romantic,1789/7/19,1854/2/17,64,,Cancer,United Kingdom,Haydon Bridge,Europe,United Kingdom,Isle of Man,Illustration||Painting||Printmaking,Landscape||Religious,Married,,0,1
902,George Morland,British,,1763/6/23,1804/10/29,41,,Cancer,United Kingdom,London,Europe,United Kingdom,Brighton,Painting,Animal||Narrative,,,0,0
903,Alexis Gritchenko,Ukrainian,Cubism,1883/4/2,1977/1/28,93,19th-20th,Aries,Ukraine,Krolevets,Europe,France,Vence,Painting||Theory,,,,0,0
904,Alma Woodsey Thomas,American,Abstract Expressionism||Color Field||Expressionism||Washington Color School,1891/9/20,1978/2/24,86,19th-20th,Virgo,United States,Columbus,North America,United Kingdom,"Washington, D.C.",Education||Painting,Abstract,,,0,1
905,Richard Dadd,British,,1817/8/1,1886/1/7,68,19th,Leo,United Kingdom,Chatham,Europe,United Kingdom,Broadmoor Hospital,Painting,Cultural and Regional Themes||Fantasy||Genre,,Royal Academy of Arts||William Dadson's Academy of Art,0,1
906,Lajos Kassák,Hungarian,Avant-garde||Dadaism||Expressionism||Futurism,1887/3/21,1967/7/22,80,19th-20th,Aries,Slovakia,Ersekujvar,Europe,,,Film||Literature||Painting,Avant Garde Experimental,,,0,0
907,Paul Victor Jules Signac,French,Neo-Impressionism,1863/11/11,1935/8/15,71,19th-20th,Scorpio,France,Paris,Europe,France,Paris,Painting,Landscape,,,0,0
908,Howard Pyle,American,,1853/3/5,1911/11/9,58,19th-20th,Pisces,United States,Wilmington,North America,Italy,Florence,Illustration||Social,Fantasy||History,,"Pennsylvania Academy of the Fine Arts, Philadelphia, PA, US",1,3
909,Arshak Abrahami Fetvadjian,Armenian,,1866/10/6,1947/10/10,81,19th-20th,Libra,Ottoman Empire,Trebizond,,,,Graphic Design||Painting,Architecture||Portrait,,State Fine Arts School (Imperial Academy of Art)||San Luca Art Academy,0,1
910,Theodore Clement Steele,American,Impressionism,1847/9/11,1926/7/24,78,19th-20th,Virgo,United States,Owen County,North America,United States,Brown County,Painting,Landscape,Remarried,Waveland Collegiate Institute (Waveland Academy)||Asbury College (now DePauw University),0,0
911,Vilhelm Hammersh?i,Danes,,1864/5/15,1916/2/13,51,19th-20th,Taurus,Denmark,Copenhagen,Europe,Denmark,Copenhagen,Painting,Architecture||Landscape||Portrait,Married,Royal Danish Academy of Fine Arts.,0,1
912,Charles Courtney Curran,American,Impressionism||Naturalism||Symbolism||Tonalism,1905/2/3,1905/4/25,0,20th,Aquarius,United States,Hartford,North America,United States,,Painting,Landscape||Portrait,Married,"Art Students League of New York, New York City, NY, US||Academie Julian, Paris, France",0,1
913,Giovanni Fattori,Italian,Macchiaioli||Plein-air,1825/9/6,1908/8/30,82,19th-20th,Virgo,Italy,Livorno,Europe,Italy,Florence,Painting||Printmaking,Environmental||History||Landscape||War,,,0,0
914,Toyohara Chikanobu,Japanese,Ukiyo-e,1905/1/11,1905/3/26,0,20th,,Japan,,Asia,,,Painting||Printmaking,Cultural and Regional Themes||Illustration,,,0,0
915,"William ""Bill"" Traylor",American,Modern||Self-taught,1854/4/1,1949/10/23,95,19th-20th,Aries,United States,Benton,North America,United States,,Others,Cultural and Regional Themes||Other,Remarried,,0,0
916,émile Friant,French,Realism,1863/4/16,1932/6/9,69,19th-20th,Aries,France,,Europe,France,Paris,Painting,Landscape||Still Life,,"Ecole des Beaux-Arts, Paris, France",0,0
917,Shibata Zeshin,Japanese,,1807/3/15,1891/7/13,84,19th,Pisces,Japan,Edo (now Tokyo),Asia,,,Decorative||Painting,,,,1,0
918,Cyril Edward Power,British,,1872/12/17,1951/5/25,78,19th-20th,Sagittarius,United Kingdom,Chelsea,Europe,United Kingdom,,Architecture||Painting,,Married,,1,1
919,Nicholas Roerich,Russian,World of Art,1874/10/9,1947/12/13,73,19th-20th,Libra,Russian Federation,Saint Petersburg,Europe,India,Punjab,Literature||Painting||Science,Illustration,,"Imperial Academy of Arts, Saint Petersburg, Russia",1,0
920,Sulpice Guillaume Chevalier,French,,1804/1/13,1866/11/24,62,19th,,France,Paris,Europe,,,Graphic Design||Illustration,,,,0,0
921,Charles Edward Conder,Australian,Heidelberg School,1868/10/24,1909/2/9,40,19th-20th,Scorpio,United Kingdom,London,Europe,,,Graphic Design||Painting||Printmaking,,,,0,0
922,William Henry Hunt,British,,1790/3/28,1864/2/10,73,,Aries,United Kingdom,London,Europe,United Kingdom,London,Painting||Visual,Genre||Narrative||Still Life,,Royal Academy Schools,0,0
923,Vardges Sureniants,Armenian,,1860/2/27,1921/4/6,61,19th-20th,Pisces,Russian Empire,Georgia,Europe,Federation,Yalta,Illustration||Painting||Performance||Sculpture||Theory||Translation,Fantasy||History,,Armenian Lazarian School,0,0
924,Gustav Klimt,Austrian,Symbolism||Vienna Secession,1862/7/14,1918/2/6,55,19th-20th,Cancer,Austria,Baumgarten,Europe,Austria,Vienna,Painting,Allegorical||Landscape||Portrait,,"Universitat fur angewandte Kunst Wien (Kunstgewerbeschule), Vienna, Austria",0,0
925,Alfons Maria Mucha,Czech,Art Nouveau,1860/7/24,1939/7/14,78,19th-20th,Leo,Czech Republic,?Ivancice,Europe,Czech Republic,Prague,Decorative||Painting,,,"Academie Julian, Paris, France||Akademie der Bildenden Kunste Munchen (Munich Academy), Munich, Germany||Academie Colarossi, Paris, France||Pennsylvania Academy of the Fine Arts, Philadelphia, PA, US",0,0
926,Caspar David Friedrich,German,Romanticism,1774/9/5,1840/5/7,65,,Virgo,Germany,Greifswald,Europe,Germany,Dresden,Painting,Landscape,,"University of Greifswald, Greifswald, Germany||Royal Danish Academy of Fine Arts, Copenhagen, Denmark||Dresden Academy of Fine Arts, Dresden, Germany||Akademie der Kunste Berlin, Berlin, Germany",0,0
927,Pierre Bonnard,French,Impressionism||Post-Impressionism,1867/10/3,1947/1/23,79,19th-20th,Libra,France,Fontenay-aux-Roses,Europe,France,Le Cannet,Illustration||Painting||Printmaking,Landscape||Narrative||Still Life,,"Academie Julian, Paris, France||Ecole des Beaux-Arts, Paris, France",0,0
928,Alfred Stieglitz,American,Modern Art,1864/1/1,1946/7/13,82,19th-20th,,United States,Hoboken,North America,United States,New York City,Photography||Professional,,Married,,0,2
929,Jacques Joseph Tissot,French,Japonisme,1836/10/15,1902/8/8,65,19th-20th,Libra,France,Nantes,Europe,France,Doubs,Illustration||Painting,Genre||Other||Religious,,Ecole des Beaux-Arts,0,1
930,Oda Krohg,Norwegian,Romantic,1860/6/11,1935/10/19,75,19th-20th,Gemini,Norway,,Europe,Norway,Osls,Painting,Landscape||Portrait,Remarried,,0,0
931,Alfred William Parsons,British,,1847/12/2,1920/1/16,72,19th-20th,Sagittarius,United Kingdom,Laverton,Europe,,,Graphic Design||Illustration||Painting,Illustration||Landscape,,Kensington School of Art||Grosvenor Gallery||Royal Academy,0,1
932,Azim Aslan oglu Azimzade,Azerbaijani,Satirical graphics,1880/5/7,1943/6/14,63,19th-20th,Taurus,Azerbaijin,Baku,Asia,Azerbaijin,Baku,Graphic Design,Illustration||Narrative,,,0,1
933,Sir Jacob Epstein,American||British||Jewish,Modern Sculpture,1880/11/10,1959/8/19,78,19th-20th,Scorpio,United States,Lower East Side,North America,United Kingdom,London,Drawing||Painting||Sculpture,,,"Academie Julian, Paris, France||Ecole des Beaux-Arts, Paris, France",0,0
934,Kurt Hermann Eduard Karl Julius Schwitters,German,Constructivism||Dadaism||Surrealism,1887/6/20,1948/1/8,60,19th-20th,Gemini,Germany,Hanover,Europe,United Kingdom,Kendal,Graphic Design||Installation||Literature||Music||Painting||Sculpture,Abstract||Other,,,0,0
935,Henry Spencer Moore,British,Modernism,1898/7/30,1986/8/31,88,19th-20th,Leo,United Kingdom,Castleford,Europe,United Kingdom,Much Hadham,Drawing||Graphic Design||Sculpture,Abstract,,Castleford Grammar School,1,0
936,Hans Hofmann,American||German,Abstract Expressionism,1880/3/21,1966/2/17,85,19th-20th,Aries,Germany,Weibenburg,Europe,United States,,Painting,Abstract,,,0,0
937,Antonietta Rapha?l,Italian||Lithuanian||Jewish,Scuola Romana,1905/3/9,1975/9/5,70,20th,Pisces,Lithuania,,Europe,Italy,Rome,Painting||Sculpture,,Married,Royal Academy of Music,1,0
938,John James Audubon,French||American,,1785/4/26,1851/1/27,65,,Taurus,Haiti,Les Cayes,North America,United States,New York City,Others||Painting||Science,,,"American Academy of Arts and Sciences, Cambridge, MA, US",0,0
939,Léon Joseph Florentin Bonnat,French,Academic art,1833/6/20,1922/9/8,89,19th-20th,Gemini,France,Bayonne,Europe,France,Monchy-Saint-Eloi,Painting,Genre||Portrait||Religious,,Self-taught,1,2
940,Lorser Feitelson,American,American abstract painting||Hard Edge,1905/3/12,1905/5/31,0,20th,Pisces,United States,New York,North America,United States,Los Angeles,Painting,Abstract||Figurative,Married,,0,0
941,Saturnino Herrán Guinchard,Mexican,Catalan modernism,1887/7/9,1918/10/8,31,19th-20th,Cancer,Mexico,Aguascaliente,North America,Mexico,Mexico City,Drawing||Painting,Allegorical||Architecture||Portrait,Married,"Academia de San Carlos, Mexico City, Mexico",1,0
942,James Merritt Ives,American,,,,,,,,,,,,Printmaking,,,,0,0
943,Maurice Denis,French,Impressionism||Les Nabis||Neo-Classicism||Symbolism,1870/11/25,1943/11/1,72,19th-20th,Sagittarius,France,Granville,Europe,France,Paris,Decorative||Literature||Painting,Other||Religious||Symbolic,,"Academie Julian, Paris, France",0,0
944,Hovsep Pushman,Armenian,,1877/5/9,1966/2/13,88,19th-20th,Taurus,Turkey,Dikranagerd,Europe,United States,New York,Painting,Portrait||Still Life,Married,Istanbul's Imperial School of Fine Arts,0,1
945,Léon Cogniet,French,,1794/8/29,1880/11/20,86,,Virgo,France,Paris,Europe,France,Paris,Painting,History||Portrait,Married,"Ecole des Beaux-Arts, Paris, France",0,0
946,Utagawa Kunisada,Japanese,Ukiyo-e,1904/11/20,1865/1/12,-40,20th,Scorpio,Japan,Edo (now Tokyo),Asia,Japan,Edo (now Tokyo),Painting||Printmaking,Landscape||Portrait,,"Milan Futurist Group, Lacerba",0,0
947,Umberto Boccioni,Italian,Futurism,1882/10/19,1916/8/17,33,19th-20th,Libra,Italy,Reggio Calabri,Europe,Italy,Verona,Painting||Sculpture,,Unmarried,Accademia di Belle Arti di Roma,0,0
948,Maurice Brazil Prendergast,American,Post-Impressionism,1858/10/10,1924/2/1,65,19th-20th,Libra,Canada,"St. John's, Newfoundland and Labrador",North America,United States,New York,Painting||Printmaking,,Unmarried,Eight,0,0
949,Christoffer Wilhelm Eckersberg,,Golden Age of Danish Painting,1783/1/2,1853/7/22,70,,,Denmark,Blakrog,Europe,Denmark,Copenhagen,Painting,History||Landscape||Portrait,Widowed,Royal Danish Academy of Art,0,0
950,Oswald Achenbach,German,Düsseldorf school of painting,1786/4/16,1862/8/28,76,,Aries,Germany,,Europe,Germany,Munich,Painting,Landscape,,,0,0
951,Oswald Achenbach,German,Düsseldorf school of painting,1827/2/2,1905/2/1,77,19th-20th,Aquarius,Germany,,Europe,Germany,,Painting,Landscape,,,0,0
952,Louis Valtat,French,Fauvism,1869/8/8,1905/5/5,35,19th-20th,Leo,France,"Dieppe, Seine-Maritime",Europe,France,Paris,Painting||Printmaking,Environmental||Landscape,,,0,0
953,Anne Vallayer-Coster,French,,1744/12/21,1818/2/28,73,,Sagittarius,France,Bièvre,Europe,France,,Painting,Genre||Portrait||Still Life,,,0,0
954,Arthur Eric Rowton Gill,British,Arts and Crafts,1882/2/22,1940/11/17,58,19th-20th,Pisces,United Kingdom,Brighton,Europe,United Kingdom,Middlesex,Graphic Design||Printmaking||Sculpture,,,,0,0
955,Victor Marie Hugo,French,Romantic,1802/2/26,1885/5/22,83,19th,Pisces,France,"Besancon, Franche-Comte",Europe,France,Paris,Film||Literature,,,,0,0
956,Abanindranath Tagore,Indian,Bengal School of Art,1871/8/7,1951/12/5,80,19th-20th,Leo,India,Calcutta,Asia,India,Calcutta,Literature||Painting,Narrative,,,0,0
957,Fernand Edmond Jean Marie Khnopff,Belgian,Symbolism,1858/9/12,1921/11/12,63,19th-20th,Virgo,Belgium,Grembergen,Europe,Belgium,Brussels,Painting,,,,0,0
958,Jessie Willcox Smith,American,,1863/9/6,1935/5/3,71,19th-20th,Virgo,United States,Philadelphia,North America,United States,Philadelphia,Illustration,Illustration,,,0,0
959,Max Weber,"American, Jewish",Cubism,1881/4/18,1961/10/4,80,19th-20th,Aries,Poland,Bia?ystok,Europe,United States,New York,Painting,,,,0,0
960,Owen Jones,British,,1809/2/15,1874/4/19,65,19th,Aquarius,United Kingdom,London,Europe,United Kingdom,London,Architecture||Graphic Design||Theory,,,,0,0
961,Pierre Dubreuil,French,Modernism||Pictorialism,1905/2/14,1905/4/27,0,20th,Aquarius,France,Lilie,Europe,France,Grenoble,Photography,,,,0,0
962,Suzanne Valadon,French,,1865/9/23,1938/4/7,72,19th-20th,Libra,France,Bessines-sur-Gartempe,Europe,France,Paris,Painting,Landscape||Portrait||Still Life,,,0,0
963,Ivan Konstantinovich Aivazovsky,"Russian, Armenian",Romanticism,1817/7/29,1900/5/5,82,19th-20th,Leo,Russian Federation,,Europe,Russian Federation,,Painting,Environmental||Landscape||Portrait||War,,,0,0
964,Osman Hamdi Bey,Turkish,Orientalism,1905/1/15,1910/2/24,5,20th,,Turkey,Istanbul,,Turkey,Istanbul,Painting||Science||Sculpture,,,,0,0
965,Medardo Rosso,Italian,Post-Impressionism,1858/6/21,1928/3/31,69,19th-20th,Cancer,Italy,Turin,Europe,Italy,Milan,Photography||Sculpture,Other,,,0,0
966,Charles Rennie Mackintosh,British,Art Nouveau||Glasgow Style||Secessionism,1868/6/7,1928/12/10,60,19th-20th,Gemini,United Kingdom,Glasgow,Europe,United Kingdom,London,Architecture||Graphic Design||Visual,,,,0,0
967,Georges Braque,French,Cubism||Fauvism,1882/5/13,1963/8/31,81,19th-20th,Taurus,,,Europe,,,Collage||Drawing||Painting||Printmaking||Sculpture,Abstract,,,0,0
968,"Elizabeth Southerden Thompson, Lady Butler",British,,1846/11/3,1933/10/2,86,19th-20th,Scorpio,Switzerland,Lausanne,Europe,Ireland,"Gormanston Castle, County Meath",Painting,History||War,,,0,0
969,Max Ernst,German,Dada||Surrealism,1891/4/2,1976/4/1,84,19th-20th,Aries,Germany,Bruhl,Europe,France,Paris,Graphic Design||Literature||Painting||Sculpture,,,,0,0
970,Mildred Anne Butler,Irish,Newlyn School,1858/1/11,1941/10/11,83,19th-20th,,Ireland,Thomastown,Europe,Ireland,Thomastown,Painting,Animal||Genre||Landscape,,,0,0
971,Charles Henry Buckius Demuth,American,Precisionism,1883/11/8,1935/10/23,51,19th-20th,Scorpio,,,,,,Painting,Abstract||Nature and Botanical,,,0,0
972,Raja Ravi Varma,Indian,,1848/4/29,1906/10/2,58,19th-20th,Taurus,India,"Kilimanoor, Trivandrum, Travancore",Asia,India,"Kilimanoor, Trivandrum, Travancore",Others||Painting,,,,0,0
973,Mario Sironi,Italian,Divisionism||Futurism||Modernism||Novecento Italiano,1885/5/12,1961/8/13,76,19th-20th,Taurus,Italy,"Sassari, Sardinia",Europe,Italy,Milan,Graphic Design||Illustration||Painting||Sculpture,Portrait,,,0,0
974,William Morris,British,Arts and Crafts Movement,1834/3/24,1896/10/3,62,19th,Aries,United Kingdom,Walthamstow,Europe,United Kingdom,London,Literature||Social||Textile Art||Translation,Fantasy,,,0,0
975,Natalia Sergeevna Goncharova,Russian,Avant-garde||Futurism||Primitivism||Rayonism,1881/6/16,1962/10/17,81,19th-20th,Gemini,Russian Federation,Tula,Europe,France,Paris,Graphic Design||Illustration||Literature||Painting||Sculpture,Avant Garde Experimental||Cultural and Regional Themes||Other,,,0,0
976,Charles Méryon,French,,1821/11/23,1868/2/13,46,19th,Sagittarius,France,Paris,Europe,France,Charenton,Printmaking,Landscape,,,0,0
977,Sir John Everett Millais,British,Pre-Raphaelite Brotherhood,1829/6/8,1896/8/13,67,19th,Gemini,United Kingdom,Southampton,Europe,United Kingdom,London,Illustration||Painting,,,"Royal Academy of Arts (RA), London, UK",0,0
978,Benjamin Lauder Nicholson,British,Abstract Art||Constructivism||Cubism||Neoplasticism||Synthetic Cubism,1894/4/10,1982/2/6,87,19th-20th,Aries,United Kingdom,Buckinghamshire,Europe,United Kingdom,London,Painting,Abstract||Landscape||Still Life,,,0,0
979,Winslow Homer,American,Realism,1836/2/24,1910/9/29,74,19th-20th,Pisces,United States,Boston,North America,United States,Prouts Neck,Painting||Printmaking,Environmental||Landscape,,"National Academy Museum and School (National Academy of Design), New York City, NY, US, Art Students League of New York, New York City, NY, US",0,0
980,Oscar-Claude Monet,French,Impressionism,1840/11/14,1926/12/5,86,19th-20th,Scorpio,France,Paris,Europe,France,Giverny,Painting,Landscape,,,0,0
981,Gerda Marie Fredrikke Wegener,Danish,Art Deco||Art Nouveau,1886/3/15,1940/7/28,54,19th-20th,Pisces,Denmark,Hammelev,Europe,Denmark,,Illustration||Painting,Erotic||Other||Portrait,,,0,0
982,"Pavle ""Paja"" Jovanovi?",Serbian,Realism,1859/6/16,1957/11/30,98,19th-20th,Gemini,Serbia,Vrsac,Europe,Serbia,Wien,Painting,Cultural and Regional Themes||Genre||History||Portrait,,,0,0
983,Taras Hryhorovych Shevchenko,Ukrainian,,1814/3/9,1861/3/10,47,19th,Pisces,Ukraine,Moryntsi,Europe,Russian Federation,Saint Petersburg,Illustration||Literature||Painting,,,"Imperial Academy of Arts, Saint Petersburg, Russia",0,0
984,Lucio Fontana,"Italian, Argentinean",Abstraction-Création||Expressionism||Spatialism,1899/2/19,1968/9/7,69,19th-20th,Pisces,Argentina,Santa Fe,South America,Italy,Comabbio,Painting||Sculpture,Abstract,,"Accademia di Belle Arti di Brera (Brera Academy), Milan, Italy",0,0
985,Maurice de Vlaminck,French,Fauvism,1876/4/4,1958/10/11,82,19th-20th,Aries,,,,,,Painting,,,Self-taught,0,0
986,Joseph Stella,"Italian, American",American Precisionism||Futurism,1877/6/13,1946/11/5,69,19th-20th,Gemini,Italy,Muro Lucano,Europe,United States,New York,Painting,Other,,,0,0
987,Nade?da Petrovi?,Serbian,Fauvism||Impressionism,1873/10/11,1915/4/3,41,19th-20th,Libra,Serbia,Cacak,Europe,Serbia,Valjevo,Painting||Photography,,,,0,0
988,Max Beckmann,German,New Objectivity,1884/2/12,1950/12/28,66,19th-20th,Aquarius,Germany,Leipzig,Europe,United States,New York,Drawing||Literature||Painting||Printmaking||Sculpture,Portrait,,"Stadelschule (Academy of Fine Art), Frankfurt, Germany",0,0
989,Eugène Burnand,Swiss,Realism,1850/8/30,1921/2/4,70,19th-20th,Virgo,Switzerland,Moudon,Europe,France,Paris,Illustration||Painting,Animal||Environmental||Portrait,,,0,0
990,Sir Arthur Ernest Streeton,Australian,Australian Impressionism,1867/4/8,1943/9/1,76,19th-20th,Aries,Australia,Mount Duneed,Oceania,Australia,Olinda,Painting,Landscape,,"National Gallery of Victoria Art School, Melbourne, Victoria, Australia",0,0
991,Alexander Young Jackson,Canadian,Impressionism||Neo-Impressionism,1882/10/3,1974/4/5,91,19th-20th,Libra,Canada,Montreal,North America,Canada,Klienburg,Painting,Landscape,,,0,0
992,Pedro Figari,Uruguayan,Modernism,1861/6/29,1938/7/24,77,19th-20th,Cancer,Uruguay,Montevideo,South America,Uruguay,Montevideo,Painting,Figurative,,,0,0
993,Marie Bashkirtseff,"Ukrainian, Russian, French",Naturalism||Realism,1858/11/24,1884/10/31,25,19th,Sagittarius,Ukraine,Poltava,Europe,France,Paris,Painting||Sculpture,Portrait,,"Académie Julian, Paris, France",0,0
994,Sir Henry Raeburn,British,,1756/3/4,1823/7/8,67,,Pisces,United Kingdom,Edinburgh,Europe,United Kingdom,Edinburgh,Painting,Portrait,,"Royal Academy of Arts (RA), London, UK",0,0
995,Eugène Atget,French,Surrealism,1857/2/12,1927/8/4,70,19th-20th,Aquarius,France,Libourne,Europe,France,Paris,Photography,Narrative,,,0,0
